id,Target,Latitude,Longitude,Country
"Department of Physics, Chemistry, and Biology (IFM), Linköping University, Linköping, Sweden","Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi'an, China",58.4098135,15.6245252,Sweden
"Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi'an, China","Department of Electronic Engineering, Xi'an University of Technology, Xi'an, China",34.2607713,108.9423443,China
"Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi'an, China","Department of Physics, Chemistry, and Biology (IFM), Linköping University, Linköping, Sweden",34.2607713,108.9423443,China
"Department of Electronic Engineering, Xi'an University of Technology, Xi'an, China","Department of Physics, Chemistry, and Biology (IFM), Linköping University, Linköping, Sweden",34.2607713,108.9423443,China
"Department of Electronic Engineering, Xi'an University of Technology, Xi'an, China","Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi'an, China",34.2607713,108.9423443,China
"State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China","College of Information Science and Engineering, Huaqiao University, Quanzhou, China",39.9057136,116.3912972,China
"State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China","State Key Laboratory on Integrated Optoelectronics, Department of Electronical Engineering, Tsinghua University, Beijing, China",39.9057136,116.3912972,China
"State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China","Department of Physics, Trinity College Dublin, Dublin, Ireland",39.9057136,116.3912972,China
"State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China","Department of Physics, Lanzhou University, Lanzhou, Gansu, China",39.9057136,116.3912972,China
"State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China","Walter Schottky Institute, Technical University Munich, Garching, Germany",39.9057136,116.3912972,China
"Semiconductor Device Research Center, Matsushita Electric Industrial Company Limited, Semiconductor Company, Osaka, Japan","Research Center for Nano-Device and Systems, Nagoya Institute of Technology, Nagoya, Japan",34.6198813,135.490357,Japan
"Research Center for Nano-Device and Systems, Nagoya Institute of Technology, Nagoya, Japan","Semiconductor Device Research Center, Matsushita Electric Industrial Company Limited, Semiconductor Company, Osaka, Japan",35.1851045,136.8998438,Japan
"Analysis Science and Engineering, Samsung Electronics Hwasung Campus, Hwaseong, South Korea","Department of Physics, Chungbuk National University, Cheongju, South Korea",37.1994653,126.8312632,South Korea
"Analysis Science and Engineering, Samsung Electronics Hwasung Campus, Hwaseong, South Korea","S. LSI, Samsung Electronics Kiheung Campus, Yongin, South Korea",37.1994653,126.8312632,South Korea
"Analysis Science and Engineering, Samsung Electronics Hwasung Campus, Hwaseong, South Korea","Filter Business, Synopex Inc., Yongin, South Korea",37.1994653,126.8312632,South Korea
"S. LSI, Samsung Electronics Kiheung Campus, Yongin, South Korea","Department of Physics, Chungbuk National University, Cheongju, South Korea",37.2405741,127.1785572,South Korea
"S. LSI, Samsung Electronics Kiheung Campus, Yongin, South Korea","Filter Business, Synopex Inc., Yongin, South Korea",37.2405741,127.1785572,South Korea
"S. LSI, Samsung Electronics Kiheung Campus, Yongin, South Korea","Analysis Science and Engineering, Samsung Electronics Hwasung Campus, Hwaseong, South Korea",37.2405741,127.1785572,South Korea
"Filter Business, Synopex Inc., Yongin, South Korea","Department of Physics, Chungbuk National University, Cheongju, South Korea",37.2405741,127.1785572,South Korea
"Filter Business, Synopex Inc., Yongin, South Korea","S. LSI, Samsung Electronics Kiheung Campus, Yongin, South Korea",37.2405741,127.1785572,South Korea
"Filter Business, Synopex Inc., Yongin, South Korea","Analysis Science and Engineering, Samsung Electronics Hwasung Campus, Hwaseong, South Korea",37.2405741,127.1785572,South Korea
"Department of Physics, Chungbuk National University, Cheongju, South Korea","S. LSI, Samsung Electronics Kiheung Campus, Yongin, South Korea",36.6421169,127.4891742,South Korea
"Department of Physics, Chungbuk National University, Cheongju, South Korea","Filter Business, Synopex Inc., Yongin, South Korea",36.6421169,127.4891742,South Korea
"Department of Physics, Chungbuk National University, Cheongju, South Korea","Analysis Science and Engineering, Samsung Electronics Hwasung Campus, Hwaseong, South Korea",36.6421169,127.4891742,South Korea
"The Electrical Engineering Department, Tsinghua University, Beijing, China","The Nano-Optoelectronic Laboratory, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China",39.9057136,116.3912972,China
"The Nano-Optoelectronic Laboratory, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China","The Electrical Engineering Department, Tsinghua University, Beijing, China",39.9057136,116.3912972,China
"Institute of Traffic and Transportation, National Chiao Tung University, Taipei, Taiwan, R.O.C","Hon Hai Precision Industry Company, Ltd., Taipei, Taiwan, R.O.C",23.9739374,120.9820179,Taiwan
"Institute of Traffic and Transportation, National Chiao Tung University, Taipei, Taiwan, R.O.C","Department of Industrial Engineering and Management, National Taipei University of Technology, Taipei, Taiwan, R.O.C",23.9739374,120.9820179,Taiwan
"Institute of Traffic and Transportation, National Chiao Tung University, Taipei, Taiwan, R.O.C","Department of Industrial Management, National Taiwan University of Science and Technology, Taipei, Taiwan, R.O.C",23.9739374,120.9820179,Taiwan
"Department of Industrial Management, National Taiwan University of Science and Technology, Taipei, Taiwan, R.O.C","Institute of Traffic and Transportation, National Chiao Tung University, Taipei, Taiwan, R.O.C",23.9739374,120.9820179,Taiwan
"Department of Industrial Management, National Taiwan University of Science and Technology, Taipei, Taiwan, R.O.C","Hon Hai Precision Industry Company, Ltd., Taipei, Taiwan, R.O.C",23.9739374,120.9820179,Taiwan
"Department of Industrial Management, National Taiwan University of Science and Technology, Taipei, Taiwan, R.O.C","Department of Industrial Engineering and Management, National Taipei University of Technology, Taipei, Taiwan, R.O.C",23.9739374,120.9820179,Taiwan
"Hon Hai Precision Industry Company, Ltd., Taipei, Taiwan, R.O.C","Institute of Traffic and Transportation, National Chiao Tung University, Taipei, Taiwan, R.O.C",23.9739374,120.9820179,Taiwan
"Hon Hai Precision Industry Company, Ltd., Taipei, Taiwan, R.O.C","Department of Industrial Engineering and Management, National Taipei University of Technology, Taipei, Taiwan, R.O.C",23.9739374,120.9820179,Taiwan
"Hon Hai Precision Industry Company, Ltd., Taipei, Taiwan, R.O.C","Department of Industrial Management, National Taiwan University of Science and Technology, Taipei, Taiwan, R.O.C",23.9739374,120.9820179,Taiwan
"Department of Industrial Engineering and Management, National Taipei University of Technology, Taipei, Taiwan, R.O.C","Institute of Traffic and Transportation, National Chiao Tung University, Taipei, Taiwan, R.O.C",23.9739374,120.9820179,Taiwan
"Department of Industrial Engineering and Management, National Taipei University of Technology, Taipei, Taiwan, R.O.C","Hon Hai Precision Industry Company, Ltd., Taipei, Taiwan, R.O.C",23.9739374,120.9820179,Taiwan
"Department of Industrial Engineering and Management, National Taipei University of Technology, Taipei, Taiwan, R.O.C","Department of Industrial Management, National Taiwan University of Science and Technology, Taipei, Taiwan, R.O.C",23.9739374,120.9820179,Taiwan
"Unidad Asociada al Instituto de Ciencia de Materiales de Madrid, CSIC, Madrid, Spain","Departamento de Matemática Aplicada y Ciencias de la Computación, Universidad de Cantabria, Santander, Spain",40.4167047,-3.7035825,Spain
"Unidad Asociada al Instituto de Ciencia de Materiales de Madrid, CSIC, Madrid, Spain","Instituto de Ciencia de Materiales, CSIC, Cantoblanco, Spain",40.4167047,-3.7035825,Spain
"Instituto de Ciencia de Materiales, CSIC, Cantoblanco, Spain","Unidad Asociada al Instituto de Ciencia de Materiales de Madrid, CSIC, Madrid, Spain",42.836215,-2.9681851,Spain
"Instituto de Ciencia de Materiales, CSIC, Cantoblanco, Spain","Departamento de Matemática Aplicada y Ciencias de la Computación, Universidad de Cantabria, Santander, Spain",42.836215,-2.9681851,Spain
"Departamento de Matemática Aplicada y Ciencias de la Computación, Universidad de Cantabria, Santander, Spain","Unidad Asociada al Instituto de Ciencia de Materiales de Madrid, CSIC, Madrid, Spain",43.4620412,-3.8099719,Spain
"Departamento de Matemática Aplicada y Ciencias de la Computación, Universidad de Cantabria, Santander, Spain","Instituto de Ciencia de Materiales, CSIC, Cantoblanco, Spain",43.4620412,-3.8099719,Spain
"Semiconductor Energy Laboratory Company Limited, Kanagawa, Japan","TFT Circuit Design Division, Semiconductor Energy Laboratory Company Limited, Kanagawa, Japan",35.4342935,139.374753,Japan
"TFT Circuit Design Division, Semiconductor Energy Laboratory Company Limited, Kanagawa, Japan","Semiconductor Energy Laboratory Company Limited, Kanagawa, Japan",35.4342935,139.374753,Japan
"School of Engineering Science, Simon Fraser University, Burnaby, BC, Canada","ECE Department, Ohio State University, Columbus, OH, USA",55.001251,-125.002441,Canada
"School of Engineering Science, Simon Fraser University, Burnaby, BC, Canada","Chonnam National University, Gwangju, South Korea",55.001251,-125.002441,Canada
"School of Engineering Science, Simon Fraser University, Burnaby, BC, Canada","Memory Division, Samsung Electronics Co., Hwasung, South Korea",55.001251,-125.002441,Canada
"School of Engineering Science, Simon Fraser University, Burnaby, BC, Canada","Department of Computing and Informatics, Bournemouth University, Poole, U.K.",55.001251,-125.002441,Canada
"Memory Division, Samsung Electronics Co., Hwasung, South Korea","ECE Department, Ohio State University, Columbus, OH, USA",37.2020663,126.8392643,South Korea
"Memory Division, Samsung Electronics Co., Hwasung, South Korea","School of Engineering Science, Simon Fraser University, Burnaby, BC, Canada",37.2020663,126.8392643,South Korea
"Memory Division, Samsung Electronics Co., Hwasung, South Korea","Chonnam National University, Gwangju, South Korea",37.2020663,126.8392643,South Korea
"Memory Division, Samsung Electronics Co., Hwasung, South Korea","Department of Computing and Informatics, Bournemouth University, Poole, U.K.",37.2020663,126.8392643,South Korea
"Chonnam National University, Gwangju, South Korea","ECE Department, Ohio State University, Columbus, OH, USA",35.1594647,126.8515034,South Korea
"Chonnam National University, Gwangju, South Korea","School of Engineering Science, Simon Fraser University, Burnaby, BC, Canada",35.1594647,126.8515034,South Korea
"Chonnam National University, Gwangju, South Korea","Memory Division, Samsung Electronics Co., Hwasung, South Korea",35.1594647,126.8515034,South Korea
"Chonnam National University, Gwangju, South Korea","Department of Computing and Informatics, Bournemouth University, Poole, U.K.",35.1594647,126.8515034,South Korea
"Department of Computing and Informatics, Bournemouth University, Poole, U.K.","ECE Department, Ohio State University, Columbus, OH, USA",50.7179472,-1.981521,United Kingdom
"Department of Computing and Informatics, Bournemouth University, Poole, U.K.","School of Engineering Science, Simon Fraser University, Burnaby, BC, Canada",50.7179472,-1.981521,United Kingdom
"Department of Computing and Informatics, Bournemouth University, Poole, U.K.","Chonnam National University, Gwangju, South Korea",50.7179472,-1.981521,United Kingdom
"Department of Computing and Informatics, Bournemouth University, Poole, U.K.","Memory Division, Samsung Electronics Co., Hwasung, South Korea",50.7179472,-1.981521,United Kingdom
"ECE Department, Ohio State University, Columbus, OH, USA","School of Engineering Science, Simon Fraser University, Burnaby, BC, Canada",40.2253569,-82.6881395,United States
"ECE Department, Ohio State University, Columbus, OH, USA","Chonnam National University, Gwangju, South Korea",40.2253569,-82.6881395,United States
"ECE Department, Ohio State University, Columbus, OH, USA","Memory Division, Samsung Electronics Co., Hwasung, South Korea",40.2253569,-82.6881395,United States
"ECE Department, Ohio State University, Columbus, OH, USA","Department of Computing and Informatics, Bournemouth University, Poole, U.K.",40.2253569,-82.6881395,United States
"Semiconductor Photonics Group, School of Physics and Centre for Telecommunication Value-Driven Research (CTVR), Trinity College Dublin, Dublin, Ireland","Photonics Group and Centre for Telecommunication Value-Chain Driven Research (CTVR), Tyndall National Institute, Cork, Ireland",53.3493795,-6.2605593,Ireland
"Photonics Group and Centre for Telecommunication Value-Chain Driven Research (CTVR), Tyndall National Institute, Cork, Ireland","Semiconductor Photonics Group, School of Physics and Centre for Telecommunication Value-Chain Driven Research (CTVR), Trinity College Dublin, Dublin, Ireland",51.897077,-8.4654674,Ireland
"Photonics Group and Centre for Telecommunication Value-Chain Driven Research (CTVR), Tyndall National Institute, Cork, Ireland","Semiconductor Photonics Group, School of Physics and Centre for Telecommunication Value-Driven Research (CTVR), Trinity College Dublin, Dublin, Ireland",51.897077,-8.4654674,Ireland
"Tyndall National Institute, Cork, Ireland","Semiconductor Photonics Group, Trinity College Dublin, Ireland",51.897077,-8.4654674,Ireland
"Tyndall National Institute, Cork, Ireland","Department of Electrical and Computer Engineering, University of California Santa Barbara, Santa Barbara, CA, USA",51.897077,-8.4654674,Ireland
"Semiconductor Photonics Group, Trinity College Dublin, Ireland","Tyndall National Institute, Cork, Ireland",53.34366745,-6.254444725,Ireland
"Semiconductor Photonics Group, Trinity College Dublin, Ireland","Department of Electrical and Computer Engineering, University of California Santa Barbara, Santa Barbara, CA, USA",53.34366745,-6.254444725,Ireland
"Department of Electrical and Computer Engineering, University of California Santa Barbara, Santa Barbara, CA, USA","Semiconductor Photonics Group, Trinity College Dublin, Ireland",36.7014631,-118.755997,United States
"Department of Electrical and Computer Engineering, University of California Santa Barbara, Santa Barbara, CA, USA","Tyndall National Institute, Cork, Ireland",36.7014631,-118.755997,United States
"Semiconductor Photonics Group, School of Physics and Centre for Telecommunication Value-Chain Driven Research (CTVR), Trinity College Dublin, Dublin, Ireland","Photonics Group and Centre for Telecommunication Value-Chain Driven Research (CTVR), Tyndall National Institute, Cork, Ireland",53.3493795,-6.2605593,Ireland
"TPS Engineering Department, Tokyo Electron AT Limited, Esashi, Japan","Technology Development Center, Tokyo Electron Limited, Nirasaki, Japan",41.8690714,140.1272235,Japan
"Technology Development Center, Tokyo Electron Limited, Nirasaki, Japan","TPS Engineering Department, Tokyo Electron AT Limited, Esashi, Japan",35.717518,138.409373,Japan
"Ferdinand-Braun-Institut für Höchfrequenztechnik, Berlin, Germany",,52.5170365,13.3888599,Germany
"Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi’an, China","State Key Laboratory of Crystal Materials, Shandong University, Jinan, China",34.2607713,108.9423443,China
"Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi’an, China","Enkris Semiconductor Inc., Suzhou, China",34.2607713,108.9423443,China
"Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi’an, China","Electrical and Computer Engineering Department, Faculty of Engineering, King Abdulaziz University, Jeddah, Saudi Arabia",34.2607713,108.9423443,China
"Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi’an, China","Institute of Microelectronics of Chinese Academy of Sciences, Beijing, China",34.2607713,108.9423443,China
"Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi’an, China","National Key Laboratory of ASIC, Hebei Semiconductor Research Institute, Shijiazhuang, China",34.2607713,108.9423443,China
"Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi’an, China","Laboratory of Material Surface Engineering and Nanofabrication, Xi’an Modern Chemistry Research Institute, Xi’an, China",34.2607713,108.9423443,China
"Department of Physics, Xiamen University, Xiamen, China","Material Science Center, Institute of Semiconductors, Chinese Academy of Sciences (CAS), Beijing, China",24.5438732,118.0768065,China
"Department of Physics, Xiamen University, Xiamen, China","Key Laboratory of Semiconductor Material Sciences and the Material Science Center Institute of Semiconductors, Chinese Academy of Sciences (CAS), Beijing, China",24.5438732,118.0768065,China
"Key Laboratory of Semiconductor Material Sciences and the Material Science Center Institute of Semiconductors, Chinese Academy of Sciences (CAS), Beijing, China","Department of Physics, Xiamen University, Xiamen, China",39.9057136,116.3912972,China
"Key Laboratory of Semiconductor Material Sciences and the Material Science Center Institute of Semiconductors, Chinese Academy of Sciences (CAS), Beijing, China","Material Science Center, Institute of Semiconductors, Chinese Academy of Sciences (CAS), Beijing, China",39.9057136,116.3912972,China
"Material Science Center, Institute of Semiconductors, Chinese Academy of Sciences (CAS), Beijing, China","Department of Physics, Xiamen University, Xiamen, China",39.9057136,116.3912972,China
"Material Science Center, Institute of Semiconductors, Chinese Academy of Sciences (CAS), Beijing, China","Key Laboratory of Semiconductor Material Sciences and the Material Science Center Institute of Semiconductors, Chinese Academy of Sciences (CAS), Beijing, China",39.9057136,116.3912972,China
"Manufacturing Technology Center, Taiwan Semiconductor Manufacturing Company, Hsinchu, Taiwan",,24.8066333,120.9686833,Taiwan
"Laboratory of Solid State Optoelectronics Information Technology, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China",,39.9057136,116.3912972,China
"Center of Compound Semiconductors and School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA",,32.3293809,-83.1137366,United States
"University of Twente, Enschede, AE, The Netherlands","Shenzhen Institute for Wide Bandgap Semiconductors (WinS), Shenzhen, China",51.9898961,4.3753701,Netherlands
"Shenzhen Institute for Wide Bandgap Semiconductors (WinS), Shenzhen, China","University of Twente, Enschede, AE, The Netherlands",22.5445741,114.0545429,China
"Department of Materials and Interfaces, Weizmann Institute of Science, Rehovot, Israel",,31.8930644,34.80340933,Israel
"Business Development, Atfields Manufacturing Technology Corporation, Uozu, Japan","Manufacturing Center, Tower Partners Semiconductor, Company Ltd., Uozu, Japan",36.8170731,137.4182725,Japan
"Business Development, Atfields Manufacturing Technology Corporation, Uozu, Japan","Technology Center, Tower Partners Semiconductor, Company Ltd., Uozu, Japan",36.8170731,137.4182725,Japan
"Manufacturing Center, Tower Partners Semiconductor, Company Ltd., Uozu, Japan","Business Development, Atfields Manufacturing Technology Corporation, Uozu, Japan",36.8170731,137.4182725,Japan
"Manufacturing Center, Tower Partners Semiconductor, Company Ltd., Uozu, Japan","Technology Center, Tower Partners Semiconductor, Company Ltd., Uozu, Japan",36.8170731,137.4182725,Japan
